127.0.0.1 - - [05/Jun/2017:20:52:00 -0700] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [05/Jun/2017:20:52:02 -0700] "GET /LBARetailer/pages/index.jsp HTTP/1.1" 200 15944
0:0:0:0:0:0:0:1 - - [05/Jun/2017:20:52:02 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [05/Jun/2017:20:52:03 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [05/Jun/2017:20:52:03 -0700] "GET /LBARetailer/theme/images/zoom.png HTTP/1.1" 200 5125
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/fancybox/jquery.fancybox-v=2.1.5.css HTTP/1.1" 200 4895
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/font-awesome.min.css HTTP/1.1" 200 22084
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/bootstrap.min.css HTTP/1.1" 200 84762
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/style.css HTTP/1.1" 200 10289
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/font-awesome.css HTTP/1.1" 200 26651
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/looks.css HTTP/1.1" 200 2827
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/font-awesome1.css HTTP/1.1" 200 26651
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/style1.css HTTP/1.1" 200 16936
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/font-awesome.min1.css HTTP/1.1" 200 21984
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/js/html5shiv.js HTTP/1.1" 200 9512
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/js/jquery-migrate-1.2.1.min.js HTTP/1.1" 200 7199
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/fancybox/jquery.fancybox.pack-v=2.1.5.js HTTP/1.1" 200 23116
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/js/script.js HTTP/1.1" 200 8046
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/js/jquery.easing.1.3.js HTTP/1.1" 200 8097
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/js/jquery.min.js HTTP/1.1" 200 93100
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/images/up1.png HTTP/1.1" 200 2460
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/images/zoom.png HTTP/1.1" 200 5125
192.168.43.1 - - [05/Jun/2017:20:52:36 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:37 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:38 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:52:39 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:39 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:39 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:39 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:52:41 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:41 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:41 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:42 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:52:50 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:50 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:50 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:52 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:52:52 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:52 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:53 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:53 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:52:56 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:56 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:57 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:57 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:52:58 -0700] "GET /LBARetailer/pages/index.jsp?imei=352929083989339&location=18.4578296,73.8293914 HTTP/1.1" 200 15974
192.168.43.1 - - [05/Jun/2017:20:52:58 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
192.168.43.1 - - [05/Jun/2017:20:52:58 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
192.168.43.1 - - [05/Jun/2017:20:52:59 -0700] "GET /favicon.ico HTTP/1.1" 404 973
192.168.43.1 - - [05/Jun/2017:20:53:32 -0700] "POST /LBARetailer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 500 2683
192.168.43.1 - - [05/Jun/2017:21:01:45 -0700] "POST /LBARetailer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 500 2683
192.168.43.1 - - [05/Jun/2017:21:01:46 -0700] "POST /LBARetailer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 500 2683
192.168.43.1 - - [05/Jun/2017:21:01:47 -0700] "POST /LBARetailer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 500 2683
192.168.43.1 - - [05/Jun/2017:21:01:47 -0700] "POST /LBARetailer/tiles/ajax.jsp?methodId=checkLogin HTTP/1.1" 500 2683
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:38:50 -0700] "GET /LBARetailer/pages/index.jsp HTTP/1.1" 200 15944
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:38:50 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:38:50 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:39:41 -0700] "GET /LBARetailer/pages/index.jsp HTTP/1.1" 200 15944
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:39:41 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:39:41 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:56 -0700] "GET /LBARetailer/pages/index.jsp HTTP/1.1" 200 15944
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/bootstrap.min.css HTTP/1.1" 200 84762
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/fancybox/jquery.fancybox-v=2.1.5.css HTTP/1.1" 200 4895
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/font-awesome.min.css HTTP/1.1" 200 22084
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/looks.css HTTP/1.1" 200 2827
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/style.css HTTP/1.1" 200 10289
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/style1.css HTTP/1.1" 200 16936
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/font-awesome.css HTTP/1.1" 200 26651
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/font-awesome1.css HTTP/1.1" 200 26651
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/font-awesome.min1.css HTTP/1.1" 200 21984
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/js/html5shiv.js HTTP/1.1" 200 9512
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/js/jquery.easing.1.3.js HTTP/1.1" 200 8097
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/js/jquery-migrate-1.2.1.min.js HTTP/1.1" 200 7199
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/js/jquery.min.js HTTP/1.1" 200 93100
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/fancybox/jquery.fancybox.pack-v=2.1.5.js HTTP/1.1" 200 23116
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/js/script.js HTTP/1.1" 200 8046
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/css/font.css HTTP/1.1" 404 1011
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/images/up1.png HTTP/1.1" 200 2460
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/images/zoom.png HTTP/1.1" 200 5125
0:0:0:0:0:0:0:1 - - [05/Jun/2017:21:40:57 -0700] "GET /LBARetailer/theme/images/background.jpg HTTP/1.1" 404 1029
