what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248278048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248278627
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248282032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248288420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248288835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248290841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248291263
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248292506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248299018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248300549
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248311127
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248312645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248337303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248340191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248425906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1417248430409
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1417248433463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248433978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417248436259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248436676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248437112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248442856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1417248444539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1417248444767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1417248445326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248445921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1417248446328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248446927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248447573
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248452220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248453765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248457258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248459888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248494614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248497982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248500962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248501315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248501820
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248509535
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248511597
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248519119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248525512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248526046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417248528165
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248528567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248529620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248538830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248542787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248626295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248631085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248634061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248635794
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248639446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248641711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248739022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248742588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248742843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248743059
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248744699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248750697
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1417248752648
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417248753438
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248756138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248756372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248757142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248759124
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1417248760647
opened,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417248763947
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417248763964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1417248764821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248765164
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1417248766700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1417248767444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417248767818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248768149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248780923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248781335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248782014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248788932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248793170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248794808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248797558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248802375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417248809042
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248809479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248810054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248822750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248831610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1417248831857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1417248833975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248834378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248834973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248851823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1417248858434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1417248858814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1417248859065
