what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416898848582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1416898850878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416898851739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416898864620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416898866851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416898867489
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416898868056
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416898868573
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1416898872420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1416898874286
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1416898874636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416898875439
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416898941501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416898945933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899061766
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899062571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899064056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899076134
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899077640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899083041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899083430
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899085159
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899085994
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899092710
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899096978
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899098122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899098370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899098750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899158820
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899159305
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899160756
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899161909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899232920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899233876
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899234671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899243467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899254557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899254885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1416899254912
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899255242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899258937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899320632
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899320660
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1416899320676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899321571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899323018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899325990
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899334815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899335396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899336523
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899337551
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899338040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899339686
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899340699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899346494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899347675
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899350646
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899351675
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899355043
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899356060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899400842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899404207
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899404717
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899408106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899410099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1416899415499
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899416025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1416899424098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899424467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1416899426628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899427786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899445897
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899451754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899452316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899458058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899471546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899475485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899481856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899483633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899484932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899485587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899493240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1416899497090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899497928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899498595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1416899503359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899503832
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899504705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899507482
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899508447
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899508949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899510693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899512080
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899514478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899517514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899544691
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899547398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899650991
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899653106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899653639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899654603
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899656071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899659240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1416899663058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899663430
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899664992
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899665339
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899670691
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899676125
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.toggle.comment",1416899679588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1416899680088
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899680957
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899681243
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899705946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1416899714154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899714562
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899716696
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899717098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899719364
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1416899719942
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899752157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1416899758259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1416899758675
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1416899760159
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1416899760538
activated,editor,org.eclipse.jst.jsp.ui,1.1.601.v201108151912,"org.eclipse.jst.jsp.core.jspsource.source",1416899764206
